FFT Length,8192
Record Length,4096
FFT Sample Rate,+2.000000E+03,
Delta Frequency,+2.441406E-01,
Start Frequency,+0.000000E+00,
Stop Frequency,+1.000000E+03,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0X807112
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+0.000000E+00,-6.068166E-04,+0.000000E+00,-6.433885E+01,+3.141593E+00
+2.441406E-01,+4.214107E-04,-6.687846E-05,-6.739786E+01,-1.573888E-01
+4.882812E-01,+8.892231E-06,+4.339674E-05,-8.707224E+01,+1.368688E+00
+7.324219E-01,+2.356071E-06,-2.342968E-05,-9.256097E+01,-1.470574E+00
+9.765625E-01,-1.279056E-05,+2.180345E-05,-9.194507E+01,+2.101327E+00
+1.220703E+00,+1.403629E-05,-1.681560E-05,-9.318956E+01,-8.752413E-01
+1.464844E+00,-6.991426E-06,+9.613983E-06,-9.849831E+01,+2.199554E+00
+1.708984E+00,-1.002628E-06,-3.128971E-06,-1.096675E+02,-1.880893E+00
+1.953125E+00,+1.231796E-05,+1.568078E-05,-9.400533E+01,+9.049317E-01
+2.197266E+00,-1.599654E-05,-2.687576E-05,-9.009574E+01,-2.107681E+00
+2.441406E+00,+9.013571E-06,+2.070827E-05,-9.292365E+01,+1.160264E+00
+2.685547E+00,-2.585352E-06,-1.206204E-06,-1.108943E+02,-2.705059E+00
+2.929688E+00,+2.612593E-06,-1.120394E-05,-9.878264E+01,-1.341705E+00
+3.173828E+00,-8.521459E-06,+8.676372E-06,-9.830048E+01,+2.347187E+00
+3.417969E+00,+9.339788E-06,-6.903137E-06,-9.870036E+01,-6.364954E-01
+3.662109E+00,-4.338962E-06,+8.366060E-06,-1.005150E+02,+2.049243E+00
+3.906250E+00,+4.236943E-06,-1.045082E-05,-9.895611E+01,-1.185628E+00
+4.150391E+00,-2.721588E-06,+9.467859E-06,-1.001302E+02,+1.850705E+00
+4.394531E+00,+1.621033E-06,-5.754469E-06,-1.044682E+02,-1.296212E+00
+4.638672E+00,-9.048948E-06,+7.125806E-06,-9.877258E+01,+2.474537E+00
+4.882812E+00,+1.026628E-05,-4.375950E-06,-9.904672E+01,-4.029248E-01
+5.126953E+00,+7.653291E-06,-1.023030E-05,-9.787195E+01,-9.285122E-01
+5.371094E+00,-1.264072E-05,+1.516864E-05,-9.409074E+01,+2.265542E+00
+5.615234E+00,-9.674270E-07,-1.597567E-05,-9.591492E+01,-1.631279E+00
+5.859375E+00,-2.306511E-06,+2.441398E-05,-9.220863E+01,+1.664992E+00
+6.103516E+00,+1.521068E-05,-1.323364E-05,-9.390945E+01,-7.160040E-01
+6.347656E+00,-1.476499E-05,-1.109682E-05,-9.467062E+01,-2.497092E+00
+6.591797E+00,+7.663380E-06,+1.306104E-05,-9.639561E+01,+1.040187E+00
+6.835938E+00,+9.026268E-07,-2.409115E-06,-1.117924E+02,-1.212314E+00
+7.080078E+00,-6.501537E-06,+4.442180E-06,-1.020759E+02,+2.542197E+00
+7.324219E+00,+3.970236E-06,-7.217150E-06,-1.016845E+02,-1.067868E+00
+7.568359E+00,-1.697041E-07,-4.774685E-06,-1.064156E+02,-1.606324E+00
+7.812500E+00,+2.657841E-06,+9.275390E-06,-1.003106E+02,+1.291726E+00
+8.056641E+00,-7.325677E-06,-1.682018E-06,-1.024799E+02,-2.915899E+00
+8.300781E+00,+6.425823E-06,-1.494499E-06,-1.036126E+02,-2.285146E-01
+8.544922E+00,+2.811754E-07,+1.369244E-06,-1.170910E+02,+1.368261E+00
+8.789062E+00,-3.328901E-06,-4.779789E-06,-1.046944E+02,-2.179138E+00
+9.033203E+00,-1.533620E-06,+7.366143E-06,-1.024709E+02,+1.776062E+00
+9.277344E+00,+9.089459E-06,-4.548367E-06,-9.985875E+01,-4.639677E-01
+9.521484E+00,-1.265594E-05,+4.296875E-06,-9.748031E+01,+2.814290E+00
+9.765625E+00,+8.187500E-06,-7.019853E-06,-9.934370E+01,-7.087667E-01
+1.000977E+01,-9.575174E-07,+6.731555E-06,-1.033507E+02,+1.712092E+00
+1.025391E+01,-5.538751E-06,-4.480458E-06,-1.029454E+02,-2.461431E+00
+1.049805E+01,+7.892270E-06,+9.386506E-08,-1.020554E+02,+1.189273E-02
+1.074219E+01,-6.188014E-06,-1.653123E-06,-1.038696E+02,-2.880540E+00
+1.098633E+01,+5.643140E-06,+4.172133E-06,-1.030758E+02,+6.366362E-01
+1.123047E+01,-2.958500E-06,-2.767466E-06,-1.078485E+02,-2.389545E+00
+1.147461E+01,-1.663605E-06,+3.433554E-07,-1.153978E+02,+2.938058E+00
+1.171875E+01,+2.411372E-06,-7.478400E-07,-1.119559E+02,-3.007247E-01
+1.196289E+01,+8.604762E-07,+1.381240E-06,-1.157704E+02,+1.013656E+00
+1.220703E+01,-7.157784E-06,-3.486959E-06,-1.019796E+02,-2.688273E+00
+1.245117E+01,+1.051142E-05,+9.433148E-06,-9.700113E+01,+7.313875E-01
+1.269531E+01,-7.378640E-06,-3.060524E-06,-1.019510E+02,-2.748409E+00
+1.293945E+01,+6.161238E-06,-6.101479E-06,-1.012385E+02,-7.805250E-01
+1.318359E+01,-3.592775E-06,+1.144477E-05,-9.841966E+01,+1.874977E+00
+1.342773E+01,-4.455924E-06,-1.806043E-05,-9.460881E+01,-1.812688E+00
+1.367188E+01,+5.850767E-06,+1.389520E-05,-9.643385E+01,+1.172264E+00
+1.391602E+01,-3.996987E-06,-8.879146E-07,-1.077561E+02,-2.922996E+00
+1.416016E+01,+9.284885E-06,-5.379778E-06,-9.938732E+01,-5.251441E-01
+1.440430E+01,-1.280875E-05,+3.040843E-06,-9.761174E+01,+2.908504E+00
+1.464844E+01,+4.383979E-06,-6.623662E-06,-1.020002E+02,-9.861244E-01
+1.489258E+01,-7.061342E-07,+9.056171E-06,-1.008348E+02,+1.648612E+00
+1.513672E+01,+4.531823E-06,-6.876883E-06,-1.016859E+02,-9.881245E-01
+1.538086E+01,-6.106946E-06,-2.303765E-06,-1.037057E+02,-2.780862E+00
+1.562500E+01,+9.400185E-06,+1.289339E-05,-9.594136E+01,+9.408253E-01
+1.586914E+01,-1.069388E-05,-4.959222E-06,-9.857132E+01,-2.707368E+00
+1.611328E+01,+6.036061E-06,-5.083203E-06,-1.020570E+02,-6.999127E-01
+1.635742E+01,+5.426622E-07,+6.660517E-06,-1.035011E+02,+1.489501E+00
+1.660156E+01,-9.456712E-06,-7.881869E-06,-9.819435E+01,-2.446775E+00
+1.684570E+01,+1.046943E-05,+1.018667E-06,-9.956062E+01,+9.699395E-02
+1.708984E+01,+8.473685E-07,+7.864099E-06,-1.020369E+02,+1.463459E+00
+1.733398E+01,-8.103037E-06,-9.028114E-06,-9.832192E+01,-2.302247E+00
+1.757812E+01,+8.700282E-06,+6.258358E-06,-9.939824E+01,+6.235805E-01
