FFT Length,8192
Record Length,4096
FFT Sample Rate,+2.000000E+03,
Delta Frequency,+2.441406E-01,
Start Frequency,+0.000000E+00,
Stop Frequency,+1.000000E+03,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0X807112
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+0.000000E+00,-4.299251E-04,+0.000000E+00,-6.733215E+01,+3.141593E+00
+2.441406E-01,+2.867770E-04,-3.378165E-05,-7.078927E+01,-1.172573E-01
+4.882812E-01,+2.148503E-05,+1.824372E-05,-9.099939E+01,+7.039925E-01
+7.324219E-01,-6.577393E-06,-9.974401E-06,-9.845422E+01,-2.153770E+00
+9.765625E-01,+7.498814E-06,-1.591038E-06,-1.023089E+02,-2.090715E-01
+1.220703E+00,-3.726085E-06,+1.395939E-05,-9.680377E+01,+1.831638E+00
+1.464844E+00,-6.401487E-06,-5.349467E-06,-1.015742E+02,-2.445483E+00
+1.708984E+00,+1.899657E-06,+5.434422E-06,-1.047963E+02,+1.234513E+00
+1.953125E+00,+3.088150E-06,-6.259338E-06,-1.031233E+02,-1.112469E+00
+2.197266E+00,+2.793804E-06,-1.496477E-06,-1.099806E+02,-4.917526E-01
+2.441406E+00,-4.672309E-06,+5.948077E-06,-1.024253E+02,+2.236643E+00
+2.685547E+00,+1.681045E-06,-1.062565E-05,-9.936552E+01,-1.413890E+00
+2.929688E+00,+4.873487E-06,+9.614273E-06,-9.934850E+01,+1.101643E+00
+3.173828E+00,-9.032134E-06,+8.198358E-06,-9.827419E+01,+2.404546E+00
+3.417969E+00,+7.033044E-06,-1.711815E-05,-9.465347E+01,-1.180969E+00
+3.662109E+00,-4.335072E-06,+2.294837E-06,-1.061872E+02,+2.654730E+00
+3.906250E+00,+8.713710E-07,+8.520765E-06,-1.013452E+02,+1.468886E+00
+4.150391E+00,+1.758499E-06,-7.553712E-06,-1.022076E+02,-1.342071E+00
+4.394531E+00,+7.136349E-06,+5.386279E-07,-1.029058E+02,+7.533383E-02
+4.638672E+00,-1.834494E-05,+2.176770E-06,-9.466895E+01,+3.023487E+00
+4.882812E+00,+1.526525E-05,+6.845880E-06,-9.553006E+01,+4.215739E-01
+5.126953E+00,-7.541451E-07,-1.611760E-06,-1.149942E+02,-2.008437E+00
+5.371094E+00,-1.332313E-05,-1.275540E-05,-9.468258E+01,-2.377961E+00
+5.615234E+00,+1.635374E-05,+1.408208E-05,-9.331847E+01,+7.108983E-01
+5.859375E+00,-1.383759E-05,-1.063801E-05,-9.516205E+01,-2.486182E+00
+6.103516E+00,+1.063534E-05,+1.588843E-06,-9.936912E+01,+1.482961E-01
+6.347656E+00,-2.086827E-06,+1.154715E-05,-9.861092E+01,+1.749589E+00
+6.591797E+00,-2.152063E-06,-1.507375E-05,-9.634795E+01,-1.712607E+00
+6.835938E+00,+2.213927E-06,+1.863702E-06,-1.107702E+02,+6.997191E-01
+7.080078E+00,-3.036641E-06,+8.203545E-06,-1.011623E+02,+1.925319E+00
+7.324219E+00,+4.246131E-06,-3.024669E-06,-1.056578E+02,-6.189567E-01
+7.568359E+00,-9.464840E-07,-7.064542E-07,-1.185545E+02,-2.500401E+00
+7.812500E+00,-5.997111E-06,-5.333200E-06,-1.019106E+02,-2.414724E+00
+8.056641E+00,+5.006900E-06,+6.812688E-06,-1.014580E+02,+9.370051E-01
+8.300781E+00,+1.396495E-06,-7.129839E-06,-1.027749E+02,-1.377379E+00
+8.544922E+00,+1.498088E-06,+1.435029E-05,-9.681571E+01,+1.466779E+00
+8.789062E+00,-5.394271E-06,-1.198784E-05,-9.762440E+01,-1.993632E+00
+9.033203E+00,+2.787790E-06,+2.719825E-06,-1.081904E+02,+7.730585E-01
+9.277344E+00,-1.062650E-05,-6.579152E-07,-9.945557E+01,-3.079759E+00
+9.521484E+00,+1.639327E-05,+2.365228E-06,-9.561721E+01,+1.432916E-01
+9.765625E+00,-8.174724E-06,+3.001135E-06,-1.012014E+02,+2.789745E+00
+1.000977E+01,+2.987744E-06,-1.684706E-05,-9.533504E+01,-1.395276E+00
+1.025391E+01,-1.187944E-06,+1.617437E-05,-9.580009E+01,+1.644111E+00
+1.049805E+01,+8.644560E-07,-3.300123E-06,-1.093412E+02,-1.314606E+00
+1.074219E+01,-7.281819E-07,+1.981066E-06,-1.135117E+02,+1.923038E+00
+1.098633E+01,-1.255967E-07,-3.406390E-06,-1.093482E+02,-1.607651E+00
+1.123047E+01,-3.976313E-06,-5.649509E-06,-1.032123E+02,-2.184090E+00
+1.147461E+01,+4.395384E-06,+1.453520E-05,-9.637157E+01,+1.277143E+00
+1.171875E+01,+4.469487E-06,-1.411844E-05,-9.658948E+01,-1.264207E+00
+1.196289E+01,-6.716542E-06,+7.011286E-06,-1.002563E+02,+2.334727E+00
+1.220703E+01,-2.655360E-06,+7.066305E-08,-1.115145E+02,+3.114987E+00
+1.245117E+01,+4.605424E-06,-2.462997E-06,-1.056422E+02,-4.911013E-01
+1.269531E+01,+6.300652E-07,+2.998166E-06,-1.102752E+02,+1.363660E+00
+1.293945E+01,-7.160568E-07,+3.086365E-07,-1.221610E+02,+2.734632E+00
+1.318359E+01,-2.358526E-06,-5.919894E-06,-1.039139E+02,-1.949929E+00
+1.342773E+01,+5.975768E-06,-2.872306E-07,-1.044621E+02,-4.802892E-02
+1.367188E+01,-7.810932E-06,+5.284613E-06,-1.005091E+02,+2.546768E+00
