FFT Length,8192
Record Length,4096
FFT Sample Rate,+2.000000E+03,
Delta Frequency,+2.441406E-01,
Start Frequency,+0.000000E+00,
Stop Frequency,+1.000000E+03,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0X807112
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+0.000000E+00,-3.640181E-04,+0.000000E+00,-6.877754E+01,+3.141593E+00
+2.441406E-01,+2.316354E-04,+8.005211E-06,-7.269872E+01,+3.454579E-02
+4.882812E-01,+4.166233E-05,-8.464463E-06,-8.742947E+01,-2.004401E-01
+7.324219E-01,-1.936321E-05,+3.592115E-06,-9.411350E+01,+2.958166E+00
+9.765625E-01,-4.347473E-07,+1.218520E-06,-1.177630E+02,+1.913501E+00
+1.220703E+00,-1.323763E-06,-9.937888E-06,-9.997774E+01,-1.703220E+00
+1.464844E+00,+1.746516E-05,+1.407410E-05,-9.298335E+01,+6.782908E-01
+1.708984E+00,-2.020178E-05,-8.536073E-06,-9.317876E+01,-2.741807E+00
+1.953125E+00,+2.562156E-06,+9.356229E-06,-1.002639E+02,+1.303504E+00
+2.197266E+00,-1.984877E-06,-3.065378E-06,-1.087497E+02,-2.145422E+00
+2.441406E+00,+1.682286E-05,-6.097931E-06,-9.494588E+01,-3.477482E-01
+2.685547E+00,-1.421339E-05,+5.456338E-07,-9.693965E+01,+3.103223E+00
+2.929688E+00,+8.579551E-06,-2.871622E-07,-1.013258E+02,-3.345805E-02
+3.173828E+00,+3.087186E-06,+4.569289E-06,-1.051700E+02,+9.766083E-01
+3.417969E+00,-7.443633E-06,+3.040817E-07,-1.025571E+02,+3.100764E+00
+3.662109E+00,-1.328123E-06,-3.381153E-06,-1.087955E+02,-1.945082E+00
+3.906250E+00,+1.506181E-06,+4.531400E-06,-1.064202E+02,+1.249897E+00
+4.150391E+00,-3.346953E-06,-9.097372E-06,-1.002704E+02,-1.923331E+00
+4.394531E+00,+7.922537E-06,+1.176549E-05,-9.696387E+01,+9.781666E-01
+4.638672E+00,-1.349419E-06,+1.032642E-06,-1.153951E+02,+2.488403E+00
+4.882812E+00,-2.016529E-06,-1.413556E-05,-9.690624E+01,-1.712497E+00
+5.126953E+00,+7.128226E-06,+1.323282E-06,-1.027932E+02,+1.835503E-01
+5.371094E+00,-8.930148E-06,+1.306892E-05,-9.601116E+01,+2.170234E+00
+5.615234E+00,+1.981009E-06,-6.509214E-06,-1.033447E+02,-1.275363E+00
+5.859375E+00,-1.173367E-07,-3.938753E-06,-1.080890E+02,-1.600578E+00
+6.103516E+00,+1.218203E-06,+2.222717E-06,-1.119216E+02,+1.069437E+00
+6.347656E+00,-2.841236E-06,+4.532327E-07,-1.108207E+02,+2.983406E+00
+6.591797E+00,-2.089937E-06,-3.891227E-06,-1.070975E+02,-2.063673E+00
+6.835938E+00,+9.214222E-06,+8.754258E-06,-9.791724E+01,+7.598054E-01
+7.080078E+00,-9.929137E-06,-6.622819E-06,-9.846339E+01,-2.553354E+00
+7.324219E+00,+1.362217E-05,+1.350370E-06,-9.727261E+01,+9.880748E-02
+7.568359E+00,-1.320581E-05,-2.275977E-06,-9.745758E+01,-2.970923E+00
+7.812500E+00,+6.716158E-06,+7.913787E-06,-9.967644E+01,+8.670776E-01
+8.056641E+00,-5.299722E-06,-5.413229E-06,-1.024116E+02,-2.345600E+00
