Record Length,Analog:10000
Sample Interval,5.000000E-04
Vertical Units,V,
Vertical Scale,+1.000000E-01
Vertical Offset,+6.666667E-03
Horizontal Units,s
Horizontal Scale,+5.000000E-01
Model,SDS814X HD
Serial Number,SDS08A0X807112
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
+1.3859197605E+00,-2.166667E-02
+1.3864197605E+00,-2.645833E-02
+1.3869197605E+00,+5.208333E-03
+1.3874197605E+00,+2.770833E-02
+1.3879197605E+00,+1.375000E-02
+1.3884197605E+00,-5.833333E-03
+1.3889197605E+00,-2.729167E-02
+1.3894197605E+00,-1.833333E-02
+1.3899197605E+00,+1.770833E-02
+1.3904197605E+00,+2.562500E-02
+1.3909197605E+00,+7.916667E-03
+1.3914197605E+00,-1.312500E-02
+1.3919197605E+00,-2.979167E-02
+1.3924197605E+00,-6.458334E-03
+1.3929197605E+00,+2.416667E-02
+1.3934197605E+00,+2.104167E-02
+1.3939197605E+00,+1.041667E-03
+1.3944197605E+00,-2.125000E-02
+1.3949197605E+00,-2.687500E-02
+1.3954197605E+00,+6.041667E-03
+1.3959197605E+00,+2.583333E-02
+1.3964197605E+00,+1.375000E-02
+1.3969197605E+00,-5.625000E-03
+1.3974197605E+00,-2.770833E-02
+1.3979197605E+00,-1.791667E-02
+1.3984197605E+00,+1.666667E-02
+1.3989197605E+00,+2.520833E-02
+1.3994197605E+00,+8.750000E-03
+1.3999197605E+00,-1.250000E-02
+1.4004197605E+00,-3.041667E-02
+1.4009197605E+00,-7.083334E-03
+1.4014197605E+00,+2.458333E-02
+1.4019197605E+00,+2.062500E-02
+1.4024197605E+00,+3.333333E-03
+1.4029197605E+00,-2.104167E-02
+1.4034197605E+00,-2.729167E-02
+1.4039197605E+00,+6.458334E-03
+1.4044197605E+00,+2.541667E-02
+1.4049197605E+00,+1.500000E-02
+1.4054197605E+00,-3.125000E-03
+1.4059197605E+00,-2.770833E-02
+1.4064197605E+00,-1.812500E-02
+1.4069197605E+00,+1.604167E-02
+1.4074197605E+00,+2.416667E-02
+1.4079197605E+00,+9.166667E-03
+1.4084197605E+00,-1.187500E-02
+1.4089197605E+00,-3.083333E-02
+1.4094197605E+00,-6.250000E-03
+1.4099197605E+00,+2.312500E-02
+1.4104197605E+00,+1.979167E-02
+1.4109197605E+00,+4.583334E-03
+1.4114197605E+00,-2.083333E-02
+1.4119197605E+00,-2.729167E-02
+1.4124197605E+00,+5.416667E-03
+1.4129197605E+00,+2.479167E-02
+1.4134197605E+00,+1.541667E-02
+1.4139197605E+00,-2.083333E-03
+1.4144197605E+00,-2.812500E-02
+1.4149197605E+00,-1.833333E-02
+1.4154197605E+00,+1.562500E-02
+1.4159197605E+00,+2.229167E-02
+1.4164197605E+00,+9.791667E-03
+1.4169197605E+00,-1.145833E-02
+1.4174197605E+00,-3.062500E-02
+1.4179197605E+00,-6.250000E-03
+1.4184197605E+00,+2.187500E-02
+1.4189197605E+00,+1.958333E-02
+1.4194197605E+00,+6.250000E-03
+1.4199197605E+00,-2.104167E-02
+1.4204197605E+00,-2.812500E-02
+1.4209197605E+00,+5.416667E-03
+1.4214197605E+00,+2.312500E-02
+1.4219197605E+00,+1.583333E-02
+1.4224197605E+00,-1.666667E-03
+1.4229197605E+00,-2.791667E-02
+1.4234197605E+00,-1.791667E-02
+1.4239197605E+00,+1.500000E-02
+1.4244197605E+00,+2.187500E-02
+1.4249197605E+00,+1.250000E-02
+1.4254197605E+00,-1.062500E-02
+1.4259197605E+00,-3.187500E-02
+1.4264197605E+00,-6.250000E-03
+1.4269197605E+00,+2.062500E-02
+1.4274197605E+00,+1.937500E-02
+1.4279197605E+00,+8.125001E-03
+1.4284197605E+00,-2.083333E-02
+1.4289197605E+00,-2.750000E-02
+1.4294197605E+00,+5.208333E-03
+1.4299197605E+00,+2.187500E-02
+1.4304197605E+00,+1.729167E-02
+1.4309197605E+00,+2.083333E-04
+1.4314197605E+00,-2.937500E-02
+1.4319197605E+00,-1.812500E-02
+1.4324197605E+00,+1.500000E-02
+1.4329197605E+00,+2.000000E-02
+1.4334197605E+00,+1.333333E-02
+1.4339197605E+00,-9.583334E-03
+1.4344197605E+00,-3.166667E-02
+1.4349197605E+00,-5.625000E-03
+1.4354197605E+00,+1.979167E-02
+1.4359197605E+00,+1.958333E-02
+1.4364197605E+00,+8.958333E-03
+1.4369197605E+00,-2.166667E-02
+1.4374197605E+00,-2.770833E-02
+1.4379197605E+00,+5.625000E-03
+1.4384197605E+00,+1.979167E-02
+1.4389197605E+00,+1.666667E-02
+1.4394197605E+00,+1.041667E-03
+1.4399197605E+00,-2.895833E-02
+1.4404197605E+00,-1.708333E-02
+1.4409197605E+00,+1.416667E-02
+1.4414197605E+00,+1.937500E-02
+1.4419197605E+00,+1.479167E-02
+1.4424197605E+00,-9.583334E-03
+1.4429197605E+00,-3.208333E-02
+1.4434197605E+00,-6.041667E-03
+1.4439197605E+00,+1.854167E-02
+1.4444197605E+00,+1.812500E-02
+1.4449197605E+00,+1.041667E-02
+1.4454197605E+00,-2.166667E-02
+1.4459197605E+00,-2.750000E-02
+1.4464197605E+00,+5.000000E-03
+1.4469197605E+00,+1.937500E-02
+1.4474197605E+00,+1.708333E-02
+1.4479197605E+00,+1.458333E-03
+1.4484197605E+00,-3.000000E-02
+1.4489197605E+00,-1.750000E-02
+1.4494197605E+00,+1.312500E-02
+1.4499197605E+00,+1.812500E-02
+1.4504197605E+00,+1.645833E-02
+1.4509197605E+00,-9.375000E-03
+1.4514197605E+00,-3.187500E-02
+1.4519197605E+00,-5.833333E-03
+1.4524197605E+00,+1.750000E-02
+1.4529197605E+00,+1.791667E-02
+1.4534197605E+00,+1.083333E-02
+1.4539197605E+00,-2.125000E-02
+1.4544197605E+00,-2.750000E-02
+1.4549197605E+00,+5.000000E-03
+1.4554197605E+00,+1.812500E-02
+1.4559197605E+00,+1.812500E-02
+1.4564197605E+00,+2.708333E-03
+1.4569197605E+00,-2.958333E-02
+1.4574197605E+00,-1.729167E-02
+1.4579197605E+00,+1.229167E-02
+1.4584197605E+00,+1.729167E-02
+1.4589197605E+00,+1.666667E-02
+1.4594197605E+00,-8.125001E-03
+1.4599197605E+00,-3.208333E-02
+1.4604197605E+00,-4.791667E-03
+1.4609197605E+00,+1.625000E-02
+1.4614197605E+00,+1.791667E-02
+1.4619197605E+00,+1.229167E-02
+1.4624197605E+00,-2.145833E-02
+1.4629197605E+00,-2.687500E-02
+1.4634197605E+00,+4.791667E-03
+1.4639197605E+00,+1.625000E-02
+1.4644197605E+00,+1.937500E-02
+1.4649197605E+00,+3.750000E-03
+1.4654197605E+00,-3.000000E-02
+1.4659197605E+00,-1.729167E-02
+1.4664197605E+00,+1.083333E-02
+1.4669197605E+00,+1.666667E-02
+1.4674197605E+00,+1.812500E-02
+1.4679197605E+00,-8.333334E-03
+1.4684197605E+00,-3.166667E-02
+1.4689197605E+00,-5.416667E-03
+1.4694197605E+00,+1.500000E-02
+1.4699197605E+00,+1.791667E-02
+1.4704197605E+00,+1.437500E-02
+1.4709197605E+00,-2.166667E-02
+1.4714197605E+00,-2.645833E-02
+1.4719197605E+00,+5.208333E-03
+1.4724197605E+00,+1.500000E-02
+1.4729197605E+00,+1.979167E-02
+1.4734197605E+00,+4.791667E-03
+1.4739197605E+00,-3.041667E-02
+1.4744197605E+00,-1.645833E-02
+1.4749197605E+00,+1.041667E-02
+1.4754197605E+00,+1.604167E-02
+1.4759197605E+00,+1.833333E-02
+1.4764197605E+00,-8.958333E-03
+1.4769197605E+00,-3.166667E-02
+1.4774197605E+00,-5.208333E-03
+1.4779197605E+00,+1.416667E-02
+1.4784197605E+00,+1.791667E-02
+1.4789197605E+00,+1.416667E-02
+1.4794197605E+00,-2.104167E-02
+1.4799197605E+00,-2.666667E-02
+1.4804197605E+00,+4.583334E-03
+1.4809197605E+00,+1.375000E-02
+1.4814197605E+00,+1.979167E-02
+1.4819197605E+00,+4.583334E-03
+1.4824197605E+00,-3.020833E-02
+1.4829197605E+00,-1.604167E-02
+1.4834197605E+00,+9.375000E-03
+1.4839197605E+00,+1.520833E-02
+1.4844197605E+00,+2.020833E-02
+1.4849197605E+00,-8.333334E-03
+1.4854197605E+00,-3.062500E-02
+1.4859197605E+00,-5.625000E-03
+1.4864197605E+00,+1.166667E-02
+1.4869197605E+00,+1.708333E-02
+1.4874197605E+00,+1.500000E-02
+1.4879197605E+00,-2.125000E-02
+1.4884197605E+00,-2.625000E-02
+1.4889197605E+00,+3.333333E-03
+1.4894197605E+00,+1.229167E-02
+1.4899197605E+00,+2.000000E-02
+1.4904197605E+00,+5.000000E-03
+1.4909197605E+00,-2.958333E-02
+1.4914197605E+00,-1.541667E-02
+1.4919197605E+00,+8.541667E-03
+1.4924197605E+00,+1.354167E-02
+1.4929197605E+00,+2.083333E-02
+1.4934197605E+00,-8.125001E-03
+1.4939197605E+00,-3.104167E-02
+1.4944197605E+00,-5.208333E-03
+1.4949197605E+00,+1.083333E-02
+1.4954197605E+00,+1.708333E-02
+1.4959197605E+00,+1.583333E-02
+1.4964197605E+00,-2.125000E-02
+1.4969197605E+00,-2.562500E-02
+1.4974197605E+00,+3.958333E-03
+1.4979197605E+00,+1.145833E-02
+1.4984197605E+00,+2.104167E-02
+1.4989197605E+00,+6.458334E-03
+1.4994197605E+00,-2.916667E-02
+1.4999197605E+00,-1.500000E-02
+1.5004197605E+00,+7.500000E-03
+1.5009197605E+00,+1.333333E-02
+1.5014197605E+00,+2.208333E-02
+1.5019197605E+00,-7.708333E-03
+1.5024197605E+00,-3.020833E-02
+1.5029197605E+00,-5.416667E-03
+1.5034197605E+00,+9.791667E-03
+1.5039197605E+00,+1.770833E-02
+1.5044197605E+00,+1.791667E-02
+1.5049197605E+00,-2.187500E-02
+1.5054197605E+00,-2.395833E-02
+1.5059197605E+00,+2.708333E-03
+1.5064197605E+00,+1.145833E-02
+1.5069197605E+00,+2.125000E-02
+1.5074197605E+00,+6.041667E-03
+1.5079197605E+00,-2.895833E-02
+1.5084197605E+00,-1.437500E-02
+1.5089197605E+00,+6.875000E-03
+1.5094197605E+00,+1.270833E-02
+1.5099197605E+00,+2.270833E-02
+1.5104197605E+00,-8.541667E-03
+1.5109197605E+00,-3.000000E-02
+1.5114197605E+00,-4.583334E-03
+1.5119197605E+00,+8.541667E-03
+1.5124197605E+00,+1.729167E-02
+1.5129197605E+00,+1.791667E-02
+1.5134197605E+00,-2.062500E-02
+1.5139197605E+00,-2.395833E-02
+1.5144197605E+00,+2.083333E-03
+1.5149197605E+00,+9.583334E-03
+1.5154197605E+00,+2.104167E-02
+1.5159197605E+00,+7.083334E-03
+1.5164197605E+00,-2.895833E-02
+1.5169197605E+00,-1.395833E-02
+1.5174197605E+00,+5.416667E-03
+1.5179197605E+00,+1.166667E-02
+1.5184197605E+00,+2.270833E-02
+1.5189197605E+00,-7.708333E-03
+1.5194197605E+00,-2.895833E-02
+1.5199197605E+00,-3.750000E-03
+1.5204197605E+00,+7.083334E-03
+1.5209197605E+00,+1.750000E-02
+1.5214197605E+00,+1.750000E-02
+1.5219197605E+00,-2.125000E-02
+1.5224197605E+00,-2.312500E-02
+1.5229197605E+00,+1.875000E-03
+1.5234197605E+00,+8.125001E-03
+1.5239197605E+00,+2.208333E-02
+1.5244197605E+00,+6.041667E-03
+1.5249197605E+00,-2.854167E-02
+1.5254197605E+00,-1.375000E-02
+1.5259197605E+00,+4.583334E-03
+1.5264197605E+00,+1.208333E-02
+1.5269197605E+00,+2.333333E-02
+1.5274197605E+00,-7.500000E-03
+1.5279197605E+00,-2.895833E-02
+1.5284197605E+00,-5.416667E-03
+1.5289197605E+00,+5.833333E-03
+1.5294197605E+00,+1.729167E-02
+1.5299197605E+00,+1.750000E-02
+1.5304197605E+00,-2.062500E-02
+1.5309197605E+00,-2.291667E-02
+1.5314197605E+00,+2.083333E-04
+1.5319197605E+00,+7.500000E-03
+1.5324197605E+00,+2.166667E-02
+1.5329197605E+00,+6.666667E-03
+1.5334197605E+00,-2.750000E-02
+1.5339197605E+00,-1.416667E-02
+1.5344197605E+00,+3.750000E-03
+1.5349197605E+00,+1.062500E-02
+1.5354197605E+00,+2.395833E-02
+1.5359197605E+00,-7.708333E-03
+1.5364197605E+00,-2.708333E-02
+1.5369197605E+00,-5.416667E-03
+1.5374197605E+00,+4.375000E-03
+1.5379197605E+00,+1.687500E-02
+1.5384197605E+00,+1.854167E-02
+1.5389197605E+00,-2.000000E-02
+1.5394197605E+00,-2.145833E-02
+1.5399197605E+00,-2.083333E-04
+1.5404197605E+00,+6.875000E-03
+1.5409197605E+00,+2.250000E-02
+1.5414197605E+00,+6.250000E-03
+1.5419197605E+00,-2.729167E-02
+1.5424197605E+00,-1.291667E-02
+1.5429197605E+00,+2.708333E-03
+1.5434197605E+00,+1.104167E-02
+1.5439197605E+00,+2.333333E-02
+1.5444197605E+00,-8.750000E-03
+1.5449197605E+00,-2.687500E-02
+1.5454197605E+00,-5.000000E-03
+1.5459197605E+00,+3.958333E-03
+1.5464197605E+00,+1.770833E-02
+1.5469197605E+00,+1.729167E-02
+1.5474197605E+00,-2.041667E-02
+1.5479197605E+00,-2.041667E-02
+1.5484197605E+00,-4.166667E-04
+1.5489197605E+00,+6.041667E-03
+1.5494197605E+00,+2.291667E-02
+1.5499197605E+00,+6.250000E-03
+1.5504197605E+00,-2.604167E-02
+1.5509197605E+00,-1.270833E-02
+1.5514197605E+00,+1.458333E-03
+1.5519197605E+00,+1.041667E-02
+1.5524197605E+00,+2.437500E-02
+1.5529197605E+00,-7.500000E-03
+1.5534197605E+00,-2.541667E-02
+1.5539197605E+00,-5.000000E-03
+1.5544197605E+00,+3.333333E-03
+1.5549197605E+00,+1.812500E-02
+1.5554197605E+00,+1.875000E-02
+1.5559197605E+00,-1.979167E-02
+1.5564197605E+00,-1.979167E-02
+1.5569197605E+00,-6.250000E-04
+1.5574197605E+00,+4.791667E-03
+1.5579197605E+00,+2.375000E-02
+1.5584197605E+00,+6.458334E-03
+1.5589197605E+00,-2.562500E-02
+1.5594197605E+00,-1.229167E-02
+1.5599197605E+00,+1.875000E-03
+1.5604197605E+00,+9.791667E-03
+1.5609197605E+00,+2.416667E-02
+1.5614197605E+00,-7.708333E-03
+1.5619197605E+00,-2.500000E-02
+1.5624197605E+00,-5.000000E-03
+1.5629197605E+00,+2.083333E-03
+1.5634197605E+00,+1.791667E-02
+1.5639197605E+00,+1.833333E-02
+1.5644197605E+00,-1.979167E-02
+1.5649197605E+00,-1.937500E-02
+1.5654197605E+00,-1.250000E-03
+1.5659197605E+00,+5.416667E-03
+1.5664197605E+00,+2.375000E-02
+1.5669197605E+00,+5.208333E-03
+1.5674197605E+00,-2.479167E-02
+1.5679197605E+00,-1.083333E-02
+1.5684197605E+00,-2.083333E-04
+1.5689197605E+00,+1.062500E-02
+1.5694197605E+00,+2.458333E-02
+1.5699197605E+00,-8.125001E-03
+1.5704197605E+00,-2.416667E-02
+1.5709197605E+00,-5.833333E-03
+1.5714197605E+00,+1.250000E-03
+1.5719197605E+00,+1.812500E-02
+1.5724197605E+00,+1.770833E-02
+1.5729197605E+00,-1.895833E-02
+1.5734197605E+00,-1.854167E-02
+1.5739197605E+00,-2.500000E-03
+1.5744197605E+00,+5.000000E-03
+1.5749197605E+00,+2.416667E-02
+1.5754197605E+00,+5.625000E-03
+1.5759197605E+00,-2.437500E-02
+1.5764197605E+00,-1.104167E-02
+1.5769197605E+00,-8.333334E-04
+1.5774197605E+00,+1.041667E-02
+1.5779197605E+00,+2.500000E-02
+1.5784197605E+00,-7.916667E-03
+1.5789197605E+00,-2.312500E-02
+1.5794197605E+00,-3.750000E-03
+1.5799197605E+00,+4.166667E-04
+1.5804197605E+00,+1.791667E-02
+1.5809197605E+00,+1.770833E-02
+1.5814197605E+00,-1.833333E-02
+1.5819197605E+00,-1.687500E-02
+1.5824197605E+00,-2.708333E-03
+1.5829197605E+00,+4.166667E-03
+1.5834197605E+00,+2.375000E-02
+1.5839197605E+00,+5.416667E-03
+1.5844197605E+00,-2.312500E-02
+1.5849197605E+00,-1.000000E-02
+1.5854197605E+00,-1.250000E-03
+1.5859197605E+00,+1.020833E-02
+1.5864197605E+00,+2.395833E-02
+1.5869197605E+00,-8.333334E-03
+1.5874197605E+00,-2.145833E-02
+1.5879197605E+00,-5.625000E-03
+1.5884197605E+00,+0.000000E+00
+1.5889197605E+00,+1.833333E-02
+1.5894197605E+00,+1.770833E-02
+1.5899197605E+00,-1.791667E-02
+1.5904197605E+00,-1.562500E-02
+1.5909197605E+00,-3.958333E-03
+1.5914197605E+00,+3.333333E-03
+1.5919197605E+00,+2.395833E-02
+1.5924197605E+00,+5.000000E-03
+1.5929197605E+00,-2.250000E-02
+1.5934197605E+00,-9.166667E-03
+1.5939197605E+00,-1.875000E-03
+1.5944197605E+00,+1.125000E-02
+1.5949197605E+00,+2.479167E-02
+1.5954197605E+00,-7.500000E-03
+1.5959197605E+00,-2.062500E-02
+1.5964197605E+00,-5.833333E-03
+1.5969197605E+00,-6.250000E-04
+1.5974197605E+00,+1.812500E-02
+1.5979197605E+00,+1.708333E-02
+1.5984197605E+00,-1.791667E-02
+1.5989197605E+00,-1.583333E-02
+1.5994197605E+00,-4.583334E-03
+1.5999197605E+00,+3.958333E-03
+1.6004197605E+00,+2.416667E-02
+1.6009197605E+00,+4.375000E-03
+1.6014197605E+00,-2.125000E-02
+1.6019197605E+00,-1.000000E-02
+1.6024197605E+00,-2.916667E-03
+1.6029197605E+00,+1.020833E-02
+1.6034197605E+00,+2.395833E-02
+1.6039197605E+00,-8.750000E-03
+1.6044197605E+00,-2.020833E-02
+1.6049197605E+00,-5.625000E-03
+1.6054197605E+00,-1.250000E-03
+1.6059197605E+00,+1.875000E-02
+1.6064197605E+00,+1.687500E-02
+1.6069197605E+00,-1.666667E-02
+1.6074197605E+00,-1.479167E-02
+1.6079197605E+00,-5.000000E-03
+1.6084197605E+00,+2.916667E-03
+1.6089197605E+00,+2.375000E-02
+1.6094197605E+00,+5.000000E-03
+1.6099197605E+00,-2.062500E-02
+1.6104197605E+00,-9.583334E-03
+1.6109197605E+00,-4.583334E-03
+1.6114197605E+00,+1.041667E-02
+1.6119197605E+00,+2.312500E-02
+1.6124197605E+00,-8.125001E-03
+1.6129197605E+00,-1.833333E-02
+1.6134197605E+00,-6.666667E-03
+1.6139197605E+00,-2.708333E-03
+1.6144197605E+00,+1.875000E-02
+1.6149197605E+00,+1.583333E-02
+1.6154197605E+00,-1.645833E-02
+1.6159197605E+00,-1.437500E-02
+1.6164197605E+00,-5.833333E-03
+1.6169197605E+00,+3.750000E-03
+1.6174197605E+00,+2.312500E-02
+1.6179197605E+00,+4.583334E-03
+1.6184197605E+00,-1.958333E-02
+1.6189197605E+00,-1.041667E-02
+1.6194197605E+00,-5.000000E-03
+1.6199197605E+00,+1.041667E-02
+1.6204197605E+00,+2.291667E-02
+1.6209197605E+00,-7.500000E-03
+1.6214197605E+00,-1.770833E-02
+1.6219197605E+00,-7.083334E-03
+1.6224197605E+00,-1.458333E-03
+1.6229197605E+00,+1.812500E-02
+1.6234197605E+00,+1.562500E-02
+1.6239197605E+00,-1.541667E-02
+1.6244197605E+00,-1.333333E-02
+1.6249197605E+00,-6.041667E-03
+1.6254197605E+00,+2.500000E-03
+1.6259197605E+00,+2.333333E-02
+1.6264197605E+00,+3.958333E-03
+1.6269197605E+00,-1.854167E-02
+1.6274197605E+00,-9.166667E-03
+1.6279197605E+00,-5.833333E-03
+1.6284197605E+00,+1.125000E-02
+1.6289197605E+00,+2.229167E-02
+1.6294197605E+00,-8.333334E-03
+1.6299197605E+00,-1.666667E-02
+1.6304197605E+00,-7.500000E-03
+1.6309197605E+00,-2.916667E-03
+1.6314197605E+00,+1.854167E-02
+1.6319197605E+00,+1.437500E-02
+1.6324197605E+00,-1.520833E-02
+1.6329197605E+00,-1.291667E-02
+1.6334197605E+00,-7.083334E-03
+1.6339197605E+00,+2.500000E-03
+1.6344197605E+00,+2.375000E-02
+1.6349197605E+00,+3.750000E-03
+1.6354197605E+00,-1.625000E-02
+1.6359197605E+00,-9.375000E-03
+1.6364197605E+00,-5.833333E-03
+1.6369197605E+00,+1.145833E-02
+1.6374197605E+00,+2.145833E-02
+1.6379197605E+00,-6.875000E-03
+1.6384197605E+00,-1.479167E-02
+1.6389197605E+00,-8.333334E-03
+1.6394197605E+00,-2.916667E-03
+1.6399197605E+00,+1.833333E-02
+1.6404197605E+00,+1.437500E-02
+1.6409197605E+00,-1.333333E-02
+1.6414197605E+00,-1.270833E-02
+1.6419197605E+00,-8.125001E-03
+1.6424197605E+00,+2.916667E-03
+1.6429197605E+00,+2.312500E-02
+1.6434197605E+00,+2.500000E-03
+1.6439197605E+00,-1.583333E-02
+1.6444197605E+00,-9.791667E-03
+1.6449197605E+00,-6.250000E-03
+1.6454197605E+00,+1.020833E-02
+1.6459197605E+00,+2.208333E-02
+1.6464197605E+00,-6.875000E-03
+1.6469197605E+00,-1.500000E-02
+1.6474197605E+00,-8.333334E-03
+1.6479197605E+00,-3.333333E-03
+1.6484197605E+00,+1.875000E-02
+1.6489197605E+00,+1.500000E-02
+1.6494197605E+00,-1.395833E-02
+1.6499197605E+00,-1.104167E-02
+1.6504197605E+00,-7.708333E-03
+1.6509197605E+00,+2.708333E-03
+1.6514197605E+00,+2.291667E-02
+1.6519197605E+00,+2.916667E-03
+1.6524197605E+00,-1.500000E-02
+1.6529197605E+00,-9.166667E-03
+1.6534197605E+00,-6.875000E-03
+1.6539197605E+00,+1.125000E-02
+1.6544197605E+00,+2.125000E-02
+1.6549197605E+00,-7.083334E-03
+1.6554197605E+00,-1.291667E-02
+1.6559197605E+00,-8.750000E-03
+1.6564197605E+00,-3.750000E-03
+1.6569197605E+00,+1.875000E-02
+1.6574197605E+00,+1.333333E-02
+1.6579197605E+00,-1.229167E-02
+1.6584197605E+00,-1.083333E-02
+1.6589197605E+00,-8.750000E-03
+1.6594197605E+00,+3.541667E-03
+1.6599197605E+00,+2.250000E-02
+1.6604197605E+00,+2.291667E-03
+1.6609197605E+00,-1.437500E-02
+1.6614197605E+00,-9.791667E-03
+1.6619197605E+00,-7.916667E-03
+1.6624197605E+00,+1.166667E-02
+1.6629197605E+00,+2.000000E-02
+1.6634197605E+00,-6.666667E-03
+1.6639197605E+00,-1.291667E-02
+1.6644197605E+00,-9.166667E-03
+1.6649197605E+00,-3.541667E-03
+1.6654197605E+00,+1.812500E-02
+1.6659197605E+00,+1.166667E-02
+1.6664197605E+00,-1.187500E-02
+1.6669197605E+00,-1.062500E-02
+1.6674197605E+00,-9.166667E-03
+1.6679197605E+00,+3.333333E-03
+1.6684197605E+00,+2.208333E-02
+1.6689197605E+00,+2.083333E-03
+1.6694197605E+00,-1.354167E-02
+1.6699197605E+00,-9.583334E-03
+1.6704197605E+00,-8.333334E-03
+1.6709197605E+00,+1.187500E-02
+1.6714197605E+00,+1.958333E-02
+1.6719197605E+00,-6.250000E-03
+1.6724197605E+00,-1.166667E-02
+1.6729197605E+00,-9.583334E-03
+1.6734197605E+00,-3.541667E-03
+1.6739197605E+00,+1.854167E-02
+1.6744197605E+00,+1.208333E-02
+1.6749197605E+00,-1.125000E-02
+1.6754197605E+00,-1.062500E-02
+1.6759197605E+00,-1.020833E-02
+1.6764197605E+00,+2.916667E-03
+1.6769197605E+00,+2.166667E-02
+1.6774197605E+00,+1.250000E-03
+1.6779197605E+00,-1.208333E-02
+1.6784197605E+00,-9.791667E-03
+1.6789197605E+00,-8.541667E-03
+1.6794197605E+00,+1.187500E-02
+1.6799197605E+00,+1.854167E-02
+1.6804197605E+00,-6.041667E-03
+1.6809197605E+00,-1.104167E-02
+1.6814197605E+00,-9.583334E-03
+1.6819197605E+00,-3.125000E-03
+1.6824197605E+00,+1.833333E-02
+1.6829197605E+00,+1.083333E-02
+1.6834197605E+00,-1.020833E-02
+1.6839197605E+00,-1.000000E-02
+1.6844197605E+00,-1.020833E-02
+1.6849197605E+00,+4.583334E-03
+1.6854197605E+00,+2.208333E-02
+1.6859197605E+00,+1.041667E-03
+1.6864197605E+00,-1.104167E-02
+1.6869197605E+00,-9.791667E-03
+1.6874197605E+00,-7.916667E-03
+1.6879197605E+00,+1.166667E-02
+1.6884197605E+00,+1.791667E-02
+1.6889197605E+00,-5.833333E-03
+1.6894197605E+00,-1.020833E-02
+1.6899197605E+00,-9.791667E-03
+1.6904197605E+00,-2.916667E-03
+1.6909197605E+00,+1.791667E-02
+1.6914197605E+00,+1.000000E-02
+1.6919197605E+00,-9.166667E-03
+1.6924197605E+00,-9.375000E-03
+1.6929197605E+00,-9.791667E-03
+1.6934197605E+00,+4.166667E-03
+1.6939197605E+00,+1.979167E-02
+1.6944197605E+00,+2.500000E-03
+1.6949197605E+00,-1.062500E-02
+1.6954197605E+00,-9.583334E-03
+1.6959197605E+00,-8.125001E-03
+1.6964197605E+00,+1.187500E-02
+1.6969197605E+00,+1.812500E-02
+1.6974197605E+00,-5.833333E-03
+1.6979197605E+00,-9.166667E-03
+1.6984197605E+00,-1.062500E-02
+1.6989197605E+00,-3.333333E-03
+1.6994197605E+00,+1.770833E-02
+1.6999197605E+00,+9.375000E-03
+1.7004197605E+00,-8.125001E-03
+1.7009197605E+00,-9.375000E-03
+1.7014197605E+00,-1.020833E-02
+1.7019197605E+00,+4.583334E-03
+1.7024197605E+00,+1.895833E-02
+1.7029197605E+00,+1.458333E-03
+1.7034197605E+00,-9.583334E-03
+1.7039197605E+00,-8.750000E-03
+1.7044197605E+00,-8.125001E-03
+1.7049197605E+00,+1.187500E-02
+1.7054197605E+00,+1.666667E-02
+1.7059197605E+00,-5.000000E-03
+1.7064197605E+00,-8.958333E-03
+1.7069197605E+00,-1.145833E-02
+1.7074197605E+00,-2.291667E-03
+1.7079197605E+00,+1.791667E-02
+1.7084197605E+00,+9.166667E-03
+1.7089197605E+00,-7.916667E-03
+1.7094197605E+00,-8.958333E-03
+1.7099197605E+00,-1.125000E-02
+1.7104197605E+00,+4.375000E-03
+1.7109197605E+00,+1.875000E-02
+1.7114197605E+00,+1.250000E-03
+1.7119197605E+00,-8.333334E-03
+1.7124197605E+00,-1.041667E-02
+1.7129197605E+00,-8.125001E-03
+1.7134197605E+00,+1.187500E-02
+1.7139197605E+00,+1.625000E-02
+1.7144197605E+00,-5.416667E-03
+1.7149197605E+00,-8.333334E-03
+1.7154197605E+00,-1.166667E-02
+1.7159197605E+00,-2.916667E-03
+1.7164197605E+00,+1.729167E-02
+1.7169197605E+00,+7.708333E-03
+1.7174197605E+00,-7.291667E-03
+1.7179197605E+00,-9.166667E-03
+1.7184197605E+00,-1.083333E-02
+1.7189197605E+00,+5.208333E-03
+1.7194197605E+00,+1.812500E-02
+1.7199197605E+00,+6.250000E-04
+1.7204197605E+00,-8.541667E-03
+1.7209197605E+00,-1.083333E-02
+1.7214197605E+00,-8.125001E-03
+1.7219197605E+00,+1.291667E-02
+1.7224197605E+00,+1.437500E-02
+1.7229197605E+00,-4.166667E-03
+1.7234197605E+00,-7.291667E-03
+1.7239197605E+00,-1.187500E-02
+1.7244197605E+00,-1.875000E-03
+1.7249197605E+00,+1.687500E-02
+1.7254197605E+00,+7.291667E-03
+1.7259197605E+00,-6.666667E-03
+1.7264197605E+00,-8.958333E-03
+1.7269197605E+00,-1.083333E-02
+1.7274197605E+00,+5.416667E-03
+1.7279197605E+00,+1.729167E-02
+1.7284197605E+00,+8.333334E-04
+1.7289197605E+00,-7.083334E-03
+1.7294197605E+00,-1.104167E-02
+1.7299197605E+00,-7.916667E-03
+1.7304197605E+00,+1.208333E-02
+1.7309197605E+00,+1.291667E-02
+1.7314197605E+00,-4.166667E-03
